username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
CantThinkaGood1,2017-09-15 19:07,0,2,"Why restore it to turn it off the next day?",,,,"908829540365021184",https://twitter.com/CantThinkaGood1/status/908829540365021184
profett1,2017-09-15 18:57,0,0,"@TampaElectric and power just went out. 38hrs without then you give it back and now take it away. Wonder how I'm going to use my nebulizer?",,@TampaElectric,,"908827202371891200",https://twitter.com/profett1/status/908827202371891200
breezy_the_mrs,2017-09-15 18:52,0,0,"So frustrated. @TampaElectric called and said our power was restored. We got home and still no power. It's been a week now.",,@TampaElectric,,"908825862346297344",https://twitter.com/breezy_the_mrs/status/908825862346297344
ScottGrovesCO,2017-09-15 18:50,0,1,"It takes the City of Tampa 22 hours to reply back to someone? Unreal!",,,,"908825470552215552",https://twitter.com/ScottGrovesCO/status/908825470552215552
RDL_Logan,2017-09-15 18:47,0,1,"@TampaElectric I have called in my outage several times how can I make sure someone is really coming?",,@TampaElectric,,"908824614050172929",https://twitter.com/RDL_Logan/status/908824614050172929
jooltman,2017-09-15 18:26,0,0,"Okay, thanks for representing, but they have a ton of mess up in NYC to deal with; in particular, why do they ALWAYS block #bikenyc lanes?",,,#bikenyc,"908819407329202178",https://twitter.com/jooltman/status/908819407329202178
ConEdison,2017-09-15 18:26,0,1,"This is adorable!",,,,"908819300294758401",https://twitter.com/ConEdison/status/908819300294758401
RogerG90,2017-09-15 18:10,0,0,"But yet your vans/trucks drive by 75th street on 36th ave and don't care that its the only street with no power in the neighborhood..",,,,"908815320168755200",https://twitter.com/RogerG90/status/908815320168755200
ZackSampson,2017-09-15 18:01,0,0,"Hey Roy, I'm a reporter with @TB_Times interested to hear from you about the outage. I'm at 7278938804. Can you call please? Thanks",,@TB_Times,,"908813011472781312",https://twitter.com/ZackSampson/status/908813011472781312
micahmath,2017-09-15 17:49,0,0,"@TampaElectric been 6 days and haven't seen an electric truck from TECO or any state near me",,@TampaElectric,,"908810039267381250",https://twitter.com/micahmath/status/908810039267381250
InigoMo54893227,2017-09-15 17:47,0,0,"When will ALL of 4 Lakes Golf Club in Winter Haven have power. Some have never been without and only less than 20 remain off, after a week!",,,,"908809483802918913",https://twitter.com/InigoMo54893227/status/908809483802918913
TampaElectric,2017-09-15 17:39,0,0,"We appreciate your patience. Please DM us your address & phone number so we can follow up on the outage for you. Thanks!",,,,"908807465273348098",https://twitter.com/TampaElectric/status/908807465273348098
HeatherLLong,2017-09-15 17:34,0,0,"I hope you have power now!! I got it back on Wednesday.... thank you @TampaElectric !!!",,@TampaElectric,,"908806177349357568",https://twitter.com/HeatherLLong/status/908806177349357568
GulfPower,2017-09-15 17:30,4,6,"A family happily watches Gulf Power's team restore power to their home. Gulf Power continues work in Dade City. #irmarecovery @TampaElectric pic.twitter.com/VtMcyrawkv",,@TampaElectric,#irmarecovery,"908805238383087619",https://twitter.com/GulfPower/status/908805238383087619
CityofTampa,2017-09-15 17:28,0,0,"Hello, please contact @TampaElectric (TECO) to report downed trees affecting power lines by calling 877-588-1010. Thank you!",,@TampaElectric,,"908804713914748928",https://twitter.com/CityofTampa/status/908804713914748928
r0yibarra,2017-09-15 17:15,0,0,"@TampaElectric I'm about to go fix my own electricity I have been waiting for 6 days",,@TampaElectric,,"908801351043489793",https://twitter.com/r0yibarra/status/908801351043489793
micahmath,2017-09-15 16:40,0,1,"If some of the trees were removed that are on or near power lines or transformers- we wouldn't be in this position",,,,"908792762929176576",https://twitter.com/micahmath/status/908792762929176576
micahmath,2017-09-15 16:40,0,1,"What would have happened if this was a cat 3 or higher",,,,"908792546754691074",https://twitter.com/micahmath/status/908792546754691074
GulfPower,2017-09-15 16:30,4,7,"Among the support on storm duty is a warehouseman, who brings a transformer to put on a pole near Dade City. #irmarecovery @TampaElectric pic.twitter.com/XdQCcl2d0V",,@TampaElectric,#irmarecovery,"908790169381347328",https://twitter.com/GulfPower/status/908790169381347328
TampaElectric,2017-09-15 16:24,23,48,"We have now restored power to 90 percent of our customers impacted by #HurricaneIrma . #IrmaRecovery pic.twitter.com/01kmzASAKC",,,#HurricaneIrma #IrmaRecovery,"908788661403242496",https://twitter.com/TampaElectric/status/908788661403242496
SunCityJimmy,2017-09-15 16:24,0,0,"1,500 Attaboys",,,,"908788581682073600",https://twitter.com/SunCityJimmy/status/908788581682073600
DHRadio,2017-09-15 16:17,1,1,"Crews have finally arrived in our area. Hopefully the issue will be taken care of soon.",,,,"908786823123673088",https://twitter.com/DHRadio/status/908786823123673088
TampaElectric,2017-09-15 16:01,3,17,"A crew from K&M New Brunswick in Canada worked on West Watrus and South Albany Avenue to help restore service. Thanks, K&M! #IrmaRecovery pic.twitter.com/2onUhvymUK",,,#IrmaRecovery,"908782966796701696",https://twitter.com/TampaElectric/status/908782966796701696
TampaElectric,2017-09-15 15:33,19,49,"A @ConEd crew from Staten Island replaced damaged distribution equipment today to help complete our restoration efforts. #IrmaRecovery pic.twitter.com/oyuu5bszys",,@ConEd,#IrmaRecovery,"908775906914832387",https://twitter.com/TampaElectric/status/908775906914832387
sananvet,2017-09-15 15:18,0,1,"At my Veterinary Hospital now- Thank You!!!!!!",,,,"908771979993534464",https://twitter.com/sananvet/status/908771979993534464
truffsnme,2017-09-15 15:10,0,0,"Visited Tampa when I was a kid 4 summer vacation every year! First and only place I was stung by a jellyfish",,,,"908770035220361216",https://twitter.com/truffsnme/status/908770035220361216
Kate9Fan,2017-09-15 15:07,0,1,"Hurrah! You got power back! Enjoy the AC!",,,,"908769226680406018",https://twitter.com/Kate9Fan/status/908769226680406018
truffsnme,2017-09-15 15:05,0,2,"Yeah, so happy for Tampa luv you from Texas!",,,,"908768836047925248",https://twitter.com/truffsnme/status/908768836047925248
TampaElectric,2017-09-15 15:04,3,16,"A crew from OPPD in Nebraska works near Westshore Blvd. to remove damaged equipment and set a new pole. #IrmaRecovery @OPPDCares pic.twitter.com/B5pCsjI3YP",,@OPPDCares,#IrmaRecovery,"908768392353640448",https://twitter.com/TampaElectric/status/908768392353640448
gigicdh,2017-09-15 15:02,0,0,"Still not a truck in sight....",,,,"908768063272734726",https://twitter.com/gigicdh/status/908768063272734726
GulfPower,2017-09-15 15:02,0,0,"Thanks! Luckily Irma didn’t hit us as hard, so we were able to clean up and head your way. Glad we could help. ~Steve",,,,"908767927486308352",https://twitter.com/GulfPower/status/908767927486308352
GulfPower,2017-09-15 15:00,3,9,"Crews continue to work in Dade City today, restoring power to more than 8,000 residents. #irmarecovery @TampaElectric pic.twitter.com/Z2ucgE47bj",,@TampaElectric,#irmarecovery,"908767561055162368",https://twitter.com/GulfPower/status/908767561055162368
CityofTampa,2017-09-15 15:00,20,85,". @tampaelectric has restored power to 90% of customers following #HurricaneIrma &crews are working to get to the remaining 10%. https:// twitter.com/TampaElectric/ status/908707477574885377 …",,@tampaelectric,#HurricaneIrma,"908767440536051714",https://twitter.com/CityofTampa/status/908767440536051714
JoeyCaramico,2017-09-15 14:53,0,0,"Please get me power @TampaElectric I'm dying (not literally). pic.twitter.com/NKxk3IRqOu",,@TampaElectric,,"908765827737976837",https://twitter.com/JoeyCaramico/status/908765827737976837
foxboy646,2017-09-15 14:52,0,1,"pic.twitter.com/uq5FxPZi0a",,,,"908765388778942465",https://twitter.com/foxboy646/status/908765388778942465
foxboy646,2017-09-15 14:50,0,1,"@GulfPower shout out to gulf power for getting their own area sorted then working all the way to pasco 3 days ahead of @TampaElectric",,@GulfPower @TampaElectric,,"908764966907531264",https://twitter.com/foxboy646/status/908764966907531264
Candi3303,2017-09-15 14:44,0,1,"@TECOEnergy @TampaElectric Please help, quick fix. PLEASE, We're 1 of 3 homes with 1/2 to no electric, PLEASES HELP US 310 Wendi Ln 33570 pic.twitter.com/uXb93wQN6F",,@TECOEnergy @TampaElectric,,"908763432895287296",https://twitter.com/Candi3303/status/908763432895287296
TampaElectric,2017-09-15 14:32,8,24,"Some visiting crews are staying at the Strawberry Festival facilities. They awakened to artwork taped up overnight by local children. #Irma pic.twitter.com/jW3dA9qeef",,,#Irma,"908760476900839424",https://twitter.com/TampaElectric/status/908760476900839424
GulfPower,2017-09-15 14:07,1,2,"A Dade City resident thanks Gulf Power for restoring his power late Thursday. He had been out since Saturday. #irmarecovery @TampaElectric pic.twitter.com/suQ0Qf2WgW",,@TampaElectric,#irmarecovery,"908754177119129600",https://twitter.com/GulfPower/status/908754177119129600
ScottGrovesCO,2017-09-15 14:02,0,0,"@TampaElectric I see a big movement on Facebook calling for CEO Gordon Gillette to step down or be fired. Let's hope it happens.",,@TampaElectric,,"908752840054775808",https://twitter.com/ScottGrovesCO/status/908752840054775808
DouglasTheU,2017-09-15 13:47,0,0,"@TampaElectric can I get $117 back for the money we spent on groceries? Thanks for getting it back on only to not notify us of any shutdown!",,@TampaElectric,,"908749157145497600",https://twitter.com/DouglasTheU/status/908749157145497600
lunasnest,2017-09-15 13:46,0,1,"I guess I finally made it to the top 10% in something.... ...just not what i had in mind though. Thanks @TampaElectric",,@TampaElectric,,"908748756350373890",https://twitter.com/lunasnest/status/908748756350373890
DouglasTheU,2017-09-15 13:45,0,0,"@TampaElectric why did you turn the power back off in Winter Haven? Great customer service! Thanks for the heads up!",,@TampaElectric,,"908748505526755328",https://twitter.com/DouglasTheU/status/908748505526755328
DouglasTheU,2017-09-15 13:41,0,0,"Fantastic, why did you turn back off the power in Winter Haven? Glad we just stocked back up on groceries for you tool bags to shut it down!",,,,"908747715097632768",https://twitter.com/DouglasTheU/status/908747715097632768
aedeeley,2017-09-15 13:41,1,1,"My entire block in South Tampa is still out. My neighbor is 92 and has been stuck in the heat for a week now... I've lost clients as well...",,,,"908747555353321473",https://twitter.com/aedeeley/status/908747555353321473
LynetteMmills06,2017-09-15 13:27,0,0,"My girlscouts doing Coastal clean up near Courtney Campbell Causewy Sat am-Where can we find some crews to drop off some goodies near there?",,,,"908744159078617091",https://twitter.com/LynetteMmills06/status/908744159078617091
susan_skroberts,2017-09-15 13:26,0,0,"@TampaElectric thank you to all workers restoring FL electricity. Their job is so hot & dangerous! #FloridaStrong",,@TampaElectric,#FloridaStrong,"908743962168524800",https://twitter.com/susan_skroberts/status/908743962168524800
EnActNow,2017-09-15 13:20,0,1,"Lucky enough to have a #generator ? When using it, avoid connecting it to your home's #circuits . http://www. tampaelectric.com/residential/st ormsandsafety/stormsafety/ … via @TampaElectric pic.twitter.com/1JgglTgSEC",,@TampaElectric,#generator #circuits,"908742293175357440",https://twitter.com/EnActNow/status/908742293175357440
SmileyT1608,2017-09-15 13:08,0,0,"Lol",,,,"908739186886369285",https://twitter.com/SmileyT1608/status/908739186886369285
ScottGrovesCO,2017-09-15 13:05,0,0,"Our little pocket of Temple Terrace is still without power while everyone else close to us has had it since Monday. Unacceptable.",,,,"908738551306756106",https://twitter.com/ScottGrovesCO/status/908738551306756106
ScottGrovesCO,2017-09-15 13:03,0,0,"How is that even acceptable to you? TECO said they were ready, they were not. Quit cheerleading them and quit giving them fed funds.",,,,"908737996589060096",https://twitter.com/ScottGrovesCO/status/908737996589060096
mcconnpat,2017-09-15 12:56,0,1,"We finally got power at 430 am! #Slow Pokes",,,#Slow,"908736352656781313",https://twitter.com/mcconnpat/status/908736352656781313
_firststudents,2017-09-15 12:46,0,0,"Those of lower socioeconomic statuses have very few and limited resources. Please consider this when providing power to some and not others",,,,"908733833692024832",https://twitter.com/_firststudents/status/908733833692024832
Sw1tchy24,2017-09-15 12:44,0,0,"@TampaElectric any update on 24th St NW in winter haven -still no power and the area disappeared on the outage map as of last night?",,@TampaElectric,,"908733309500448768",https://twitter.com/Sw1tchy24/status/908733309500448768
_firststudents,2017-09-15 12:43,0,0,"@TampaElectric Those with higher socioeconomic statuses should not receive power any quicker than those of lower socioeconomic statuses.",,@TampaElectric,,"908733016293470209",https://twitter.com/_firststudents/status/908733016293470209
gigicdh,2017-09-15 12:41,0,2,"No trucks in wahneta fl all week...uour 90% means nothing to my family",,,,"908732494249431041",https://twitter.com/gigicdh/status/908732494249431041
gigicdh,2017-09-15 12:37,0,0,"@TampaElectric is doing nothing my household...out since last sunday",,@TampaElectric,,"908731611407159303",https://twitter.com/gigicdh/status/908731611407159303
LamboLaw,2017-09-15 12:23,0,2,"On the sixth day @TampaElectric said "let there be light..." #irmasucks #hurricaneirma",,@TampaElectric,#irmasucks #hurricaneirma,"908728008197984257",https://twitter.com/LamboLaw/status/908728008197984257
RepCharlieCrist,2017-09-15 12:21,0,3,". @TampaElectric has restored 90% of power after #HurricaneIrma , expects to have power restored to essentially ALL customers by Sunday night. https:// twitter.com/TampaElectric/ status/908707477574885377 …",,@TampaElectric,#HurricaneIrma,"908727380788772864",https://twitter.com/RepCharlieCrist/status/908727380788772864
baking4fun,2017-09-15 12:13,0,0,"Please help us in Dover, north of 1-4, off Gallagher! Still no power",,,,"908725438142468097",https://twitter.com/baking4fun/status/908725438142468097
TADawkins,2017-09-15 12:12,0,1,"Thanks @TampaElectric . It was good to sleep in my own place last night. #Power https:// twitter.com/tampaelectric/ status/908719971521327104 …",,@TampaElectric,#Power,"908725299952701441",https://twitter.com/TADawkins/status/908725299952701441
InigoMo54893227,2017-09-15 12:05,0,2,"Outage map shows 8 people still out in 4 Lakes Golf Club. Are you kidding me. Underground lines and we've been out for a week?",,,,"908723333566423041",https://twitter.com/InigoMo54893227/status/908723333566423041
